Date,ECO,OIL,SP500,PSE,RATE,LECO,LRATE,LPSE,LOIL,LSP500,LOTECH
2004-11-17,152.29,46.84000015258789,1181.93994140625,752.0499877929688,2.09,5.0257865978636,0.7371640659767196,6.622802794869547,3.8467375419871574,7.074912385682101,-0.16914068395935455
2004-11-24,155.54,49.439998626708984,1181.760009765625,755.2999877929688,2.14,5.046902933266797,0.7608058290337602,6.627115005157571,3.900759785372513,7.074760139927826,-0.16462166008954338
2004-12-01,159.23,45.4900016784668,1191.3699951171875,769.6099853515625,2.18,5.070349697868335,0.7793248768009977,6.645883873996487,3.8174925584794015,7.082859180319105,-0.1568546846061114
2004-12-08,151.71,41.939998626708984,1182.81005859375,764.6799926757812,2.2,5.021970803760001,0.7884573603642703,6.639457436082669,3.736239992729591,7.075648291995046,-0.15348571213711182
2004-12-15,158.13,44.189998626708984,1205.719970703125,777.260009765625,2.17,5.063417479535225,0.7747271675523681,6.655774927293537,3.7884984880656845,7.09483215356171,-0.16322795009243585
2004-12-22,157.31,44.2400016784668,1209.5699462890625,772.8900146484375,2.15,5.058218380834414,0.7654678421395714,6.650136754697551,3.7896293951541056,7.098020159125417,-0.1731967712015896
2004-12-29,163.43,43.63999938964844,1213.449951171875,778.6099853515625,2.19,5.096384764104966,0.7839015438284094,6.657510259845676,3.775974146978812,7.101222780947254,-0.1701737695748129
2005-01-05,154.97,43.38999938964844,1183.739990234375,747.2100219726562,2.29,5.043231549799244,0.8285518175661483,6.6163462995289875,3.770228985743618,7.076434188485127,-0.1776644257066602
2005-01-12,152.99,46.369998931884766,1187.699951171875,741.239990234375,2.3,5.030372559779288,0.8329091229351039,6.608324446321094,3.836652675368751,7.0797739016686965,-0.19022300999729946
2005-01-19,155.71,47.54999923706055,1184.6300048828125,738.5700073242188,2.33,5.047995302853334,0.8458682675776092,6.604715894126071,3.8617817729464052,7.077185772648217,-0.1903157975957912
2005-01-26,153.87,48.779998779296875,1174.0699462890625,731.0399780273438,2.37,5.036108090069287,0.8628899551470398,6.594468147758253,3.8873203677631096,7.068231578075831,-0.18839999260316453
2005-02-02,159.58,46.689998626708984,1193.18994140625,747.4600219726562,2.47,5.072545363880135,0.9042181506398859,6.616680821523784,3.843529979569887,7.084385622673993,-0.18813128594268402
2005-02-09,155.13,45.459999084472656,1191.989990234375,744.22998046875,2.47,5.04426347507624,0.9042181506398859,6.6123501006006125,3.816832798285212,7.083379450135653,-0.19109520259902357
2005-02-16,156.8,48.33000183105469,1210.3399658203125,758.219970703125,2.53,5.054971107916307,0.9282193027394288,6.630973542359627,3.878052523743495,7.098656562615799,-0.19322448636873535
2005-02-23,156.12,51.16999816894531,1190.800048828125,739.5599975585938,2.63,5.050624942312414,0.9669838461896731,6.606055411460992,3.935153387033246,7.082380670146092,-0.19603312965327735
2005-03-02,165.84,53.04999923706055,1210.0799560546875,748.6799926757812,2.68,5.111023468127524,0.9858167945227654,6.618311646127853,3.9712348506784756,7.0984417157916795,-0.20559453051278975
2005-03-09,164.6,54.77000045776367,1207.010009765625,743.3699951171875,2.7,5.103518288242969,0.9932517730102834,6.611193895355279,4.003142607153557,7.095901514158111,-0.2092616221796204
2005-03-16,158.32,56.459999084472656,1188.0699462890625,728.8499755859375,2.74,5.064618301294311,1.007957920399979,6.591467916023331,4.033532406609839,7.080085375537083,-0.20750265243149624
2005-03-23,153.67,53.810001373291016,1172.530029296875,726.2899780273438,2.77,5.034807446067241,1.0188473201992472,6.587949353848799,3.9854593490224395,7.066919111333088,-0.19313590626524757
2005-03-30,152.27,53.9900016784668,1181.4100341796875,730.5800170898438,2.77,5.025655260852641,1.0188473201992472,6.593838762618175,3.9887988753186705,7.074463948302181,-0.19749555018708342
2005-04-06,154.69,55.849998474121094,1184.0699462890625,722.7899780273438,2.71,5.041423114248573,0.9969486348916096,6.583118693136811,4.02266949819419,7.076712889956672,-0.21127062557656018
2005-04-13,146.73,50.220001220703125,1173.7900390625,714.5399780273438,2.72,4.988594163219376,1.000631880307906,6.5716389482571875,3.91641337803655,7.067993142027996,-0.21090529595806284
2005-04-20,140.6,52.439998626708984,1137.5,691.97998046875,2.81,4.9459189793765646,1.0331844833456545,6.539557025240737,3.9596696327076457,7.036588150825105,-0.20032607057276852
2005-04-27,139.26,51.61000061035156,1156.3800048828125,702.9600219726562,2.83,4.936342689514401,1.0402767116551463,6.555300022444922,3.9437154639868623,7.053049719161513,-0.20694478667676375
2005-05-04,139.73,50.130001068115234,1175.6500244140625,715.6400146484375,2.81,4.939711989092356,1.0331844833456545,6.5731772676906255,3.9146196525823185,7.069576485880052,-0.21151782148449794
2005-05-11,140.26,50.45000076293945,1171.1099853515625,720.0900268554688,2.81,4.943497843108764,1.0331844833456545,6.579376241492851,3.9209827619223026,7.065707283483915,-0.20006284819634335
2005-05-18,139.61,47.25,1185.56005859375,741.6199951171875,2.8,4.938852821000557,1.0296194171811581,6.608836976020304,3.855452653939752,7.07797056520389,-0.18726079311154198
2005-05-25,141.4,50.97999954223633,1190.010009765625,748.2899780273438,2.89,4.951592753462473,1.0612565021243408,6.617790574008979,3.93143338996869,7.08171699763795,-0.18339642151411173
2005-06-01,144.56,54.599998474121094,1202.219970703125,759.6699829101562,2.91,4.973694646283973,1.0681530811834012,6.632884105960968,4.000033854804359,7.091925102264729,-0.18216977663017087
2005-06-08,143.38,52.540000915527344,1194.6700439453125,751.0499877929688,2.96,4.965498448424726,1.085189268335969,6.621472211190777,3.9615748016827332,7.085625312385868,-0.18502391479455316
2005-06-15,152.15,55.56999969482422,1206.5799560546875,757.1400146484375,2.94,5.02486687634298,1.0784095813505903,6.62954819623994,4.017643481800094,7.095545153946493,-0.19042323468038092
